,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
523,Public Class,com.android.gallery3d.filtershow.FilterShowActivity,2,5,48,0,98,42,98,98,71,1174,2,97,Lines Increased
524,Anonymous Class,com.android.gallery3d.filtershow.FilterShowActivity.(Anon_1),1,1,3,0,2,0,2,2,2,11,2,0,No Change
526,Private Class,com.android.gallery3d.filtershow.FilterShowActivity.LoadBitmapTask,3,1,8,0,4,1,4,4,1,81,2,50,No Change
527,Anonymous Class,com.android.gallery3d.filtershow.FilterShowActivity.loadEditorPanel.(Anon_2),1,1,3,0,1,0,1,1,1,10,2,0,No Change
528,Private Class,com.android.gallery3d.filtershow.FilterShowActivity.LoadHighresBitmapTask,2,1,4,0,2,0,2,2,0,32,2,0,No Change
529,Anonymous Class,com.android.gallery3d.filtershow.FilterShowActivity.loadXML.(Anon_3),1,1,1,0,1,0,1,1,1,5,2,0,No Change
530,Anonymous Class,com.android.gallery3d.filtershow.FilterShowActivity.onBackPressed.(Anon_5),1,1,1,0,1,0,1,1,1,5,2,0,No Change
531,Anonymous Class,com.android.gallery3d.filtershow.FilterShowActivity.onBackPressed.(Anon_6),1,1,1,0,1,0,1,1,1,5,2,0,No Change
532,Anonymous Class,com.android.gallery3d.filtershow.FilterShowActivity.startTouchAnimation.(Anon_7),1,1,1,0,1,0,1,1,1,8,2,0,No Change
533,Public Class,com.android.gallery3d.filtershow.history.HistoryItem,1,1,2,0,5,3,5,5,5,23,1,60,Lines Increased
534,Public Class,com.android.gallery3d.filtershow.history.HistoryManager,1,1,1,0,19,5,19,19,13,126,1,81,Lines Increased
535,Public Class,com.android.gallery3d.filtershow.imageshow.ControlPoint,2,2,0,0,5,2,5,5,5,40,1,9,No Change
536,Public Class,com.android.gallery3d.filtershow.imageshow.EclipseControl,2,1,1,0,16,17,16,16,14,247,1,87,Lines Increased
537,Public Class,com.android.gallery3d.filtershow.imageshow.GeometryMathUtils,2,1,13,0,1,0,33,33,28,399,1,0,Lines Increased
538,Public Static Class,com.android.gallery3d.filtershow.imageshow.GeometryMathUtils.GeometryHolder,1,1,6,0,5,4,5,5,5,43,1,0,No Change
539,Public Class,com.android.gallery3d.filtershow.imageshow.GradControl,1,1,1,0,16,26,16,16,14,207,1,88,Lines Increased
540,Public Class,com.android.gallery3d.filtershow.imageshow.ImageCrop,2,1,10,0,18,20,71,18,11,257,3,87,Lines Increased
541,Public Class,com.android.gallery3d.filtershow.imageshow.ImageCurves,3,1,8,0,20,16,73,20,13,354,3,90,Modified
542,Class,com.android.gallery3d.filtershow.imageshow.ImageCurves.ComputeHistogramTask,2,1,1,0,2,0,2,2,0,30,2,0,No Change
543,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageCurves.openUtilityPanel.(Anon_2),1,1,1,0,1,0,1,1,1,5,2,0,No Change
544,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageCurves.showPopupMenu.(Anon_1),1,1,1,0,1,0,1,1,1,7,2,0,No Change
545,Public Class,com.android.gallery3d.filtershow.imageshow.ImageDraw,1,1,5,0,21,23,75,22,17,222,3,93,Lines Increased
546,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageDraw.(Anon_1),1,1,0,0,1,0,1,1,1,5,2,0,No Change
547,Public Class,com.android.gallery3d.filtershow.imageshow.ImageGrad,3,1,5,0,8,8,61,8,8,165,3,60,Lines Increased
